id,recipe_id,recipe_step,recipe_content,recipe_img_url
275,36,3,"굴소스 1 숟가락, 진간장 2큰술, 설탕 1숟가락, 맛술 2큰술을 넣고 양념장을 만들어주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/45cd097284bf7fe06747e6bdd7ca02241.jpg
276,36,4,달걀 3~4개를 풀어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/bd4939c873c7107925e172fb742456b51.jpg
277,36,5,대파도 썰어서 넣어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/c03eece1996ce14dab2fad3f6b8f92981.jpg
278,36,6,"후춧가루 살짝만 톡톡톡 해주세요.
아이 밥이라면 후추 생략!",https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/20438d697de0e38ce7f24a095def16ad1.jpg
279,36,7,"올리브유를 충분히 둘러준 뒤 중약불에서 양배추가 투명해 질때까지 볶아주세요.
너무 오래 볶으면 양배추의 아삭함이 사라져요.",https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/e64aa5ab76658bfd8abb42f35167d0a01.jpg
280,36,8,물기 촉촉 양배추 숨이 죽었을 때 양념장을 붓고 달달 볶아주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/1f641d49f9f9988ad0e23fff86989a7a1.jpg
281,36,9,"약불에서 달걀물을 빙빙 둘러주세요.
달걀을 오래 익히면 퍽퍽할 수 있음!",https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/6f6b4ba29ada0630ce163e6902a377cd1.jpg
282,36,10,"참기름 톡~ 통깨 팍팍!
뜨거운 밥 위에 양배추볶음 듬뿍 올려 슥슥!
든든 한그릇요리 완성입니다.",https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/1c4a8f0044f692529b44db3454119a991.jpg
283,37,1,돈까스 한장을 튀겨서 먹기 좋은 크기로 잘라주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/db9653c28ce4e5f813507ac6f8d351e51.jpg
284,37,2,"뚝배기에 기름을 두르고 대파, 양파를 볶아주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/a6b3a084bba73029b4428c55df76b29f1.jpg
285,37,3,김치를 넣고 볶다가 김칫국물 종이컵으로 반컵정도 부어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/28d6abcb8b44657d4e3fed6d9f163c8e1.jpg
286,37,4,"어느정도 볶아졌으면 고춧가루 1스푼, 다진마늘 반스푼, 국간장 2스푼, 설탕 한스푼 반, 종이컵으로 물 반컵을 넣고 끓여주세요.
평소에 싱겁게 드시거나 덜 달게 드신다면 국간장은 1.5스푼, 설탕은 1스푼 추천드려요.",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/eee2ba24f66be52af7fe2d53c4a771391.jpg
287,37,5,국물이 자작자작해지면 돈까스를 올려주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/d7f32e267a653b8df09290af4a0558a31.jpg
288,37,6,"달걀 1~2개를 풀어 가장자리에 빙빙 둘러주세요.
데코로 대파 올리면 든든한 한끼식사 완성!
팽이버섯을 추가해 주면 좋을 것 같습니다.",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/1bb23f14e424eb3196ea868f7f00ca601.jpg
289,38,1,황태채 길이가 엄청길어 가위로 5~6cm로 먹기 좋게 잘라 주었습니다.,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/19/69237e19fad7217086a779693e44b45e1.jpg
290,38,2,가위로 자른 황태채 2줌을 준비 했습니다.,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/19/77ded394e5dacb625aa8a8f2778938101.jpg
291,38,3,황태채는 물에 담궈 불리는 것이 아니라 물에 담궜다 바로 건져 물기를 꼭 짜 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/19/704725dc6e9e821cf2bf55162b6baa911.jpg
292,38,4,그리고 전분 3큰술을 고르게 묻혀 준 후 여분의 가루를 털어 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/19/8e38f07e653f9d13980f7ac8ecff48d51.jpg
293,38,5,그리고 달군 기름에 넣고 노릇하니 바삭하게 튀겨 건져 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/19/30372dd3074ce1f70f7928f06e35e3ad1.jpg
294,38,6,"팬에 고추장 1큰술, 케첩 1큰술, 핫소스 1큰술, 청주 2큰술, 매실청 1큰술, 물엿 1큰술, 다진마늘 1/2큰술 을 넣고 고르게 섞은 양념이 한번 바글하니 끓으면....",https://recipe1.ezmember.co.kr/cache/recipe/2016/08/19/fe70195a37dd8bb8c806befb988b9a481.jpg
295,38,7,튀긴 황태를 넣고 재빠르게 양손으로 버무려 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/19/250d01fc05c1257d1732a73022aa6c221.jpg
296,38,8,통깨 솔솔~ 뿌려 맛나게 드시면 되겠습니다. 순살 치킨강정 같은 황태강정입니다. 자꾸 손이 가네요~~,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/19/e71da9b84fb69af3cf8767a132f4f86d1.jpg
297,39,1,"굴소스 이용한 초간단 반찬이에요.
아이들 반찬으로 만드신다면 굴소스 1큰술만!
어른들 드신다면 2수저 넣어 짭조름해도 괜찮아요.",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/e517ada16238b429c447d8cc0e8a150a1.jpg
298,39,2,"파프리카버섯볶음 재료
재료 샷 찰칵~!
흐르는 물에 씻어주고요.",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/51efc07af1a510bf0183afe51534cf761.jpg
299,39,3,대파는 손가락 길이 정도로 잘라주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/035b4f1a4d0d53ffe2767b3e0cdc42451.jpg
300,39,4,파프리카도 손가락 길이 정도로 잘라주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/a4664cd5f8c93f1fd1484b88568046321.jpg
301,39,5,이때 파프리카 위아래 꽁다리 부분은,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/9762bda1f95ec4ad6e2098cbc22d68dd1.jpg
302,39,6,다져서 냉동실에 넣어놓으면 다양하게 쓰여요.,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/4b744b78cbae736db556041ff62651eb1.jpg
303,39,7,"요렇게 담아두면 볶음밥, 짜장, 카레, 계란찜 등에 넣어 활용 가능해요!
요거 활용하는 레시피도 조만간 바로 올리도록 하죠^^",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/75f0c15b423518f7cfdba43fdcca7c981.jpg
304,39,8,느타리버섯은 흐르는 물에 가볍게 씻어주고 잘게 찢어 준비했어요.,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/94bf31ec48e478151ac71b386c07bcb01.jpg
305,39,9,올리브유를 두른 팬에 중불로 파프리카를 먼저 볶아주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/1a5fb52f98b5ee7a04afc8dd561ea84b1.jpg
306,39,10,파프리카를 볶다가 느타리버섯을 넣어주고~,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/8fd33cec57418de930bbbe4de55a88e21.jpg
307,39,11,"굴 소스 1 큰 술 넣어주었어요.
느타리버섯에서 물이 생기지 않게 센 불로 휘리릭 볶아주는 게 포인트!",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/7c401e61a37aa08c1307386de54a06591.jpg
308,39,12,굴 소스가 잘 버무려지면,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/d0dac0191ef55bbcd9164417e4e6f3641.jpg
309,39,13,막으로 대파를 넣어 볶아줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/1cd48f82a912b03c180e32ad40cca9761.jpg
310,39,14,숨만 죽을 정도로!,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/b74628d25cd988716ef66048847c772c1.jpg
311,39,15,깨 1 작은 수저 넣어 마무리~!,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/adc901eafd7f124b5b7d4e8c496e2d651.jpg
312,39,16,"색감 이쁜 파프리카 버섯볶음 완성~!
대파 대신 부추를 넣어도 맛있어요.
아이들 반찬으로 만들었는데~맛있고요.
가끔은 여기다 당면을 불려 함께 볶아주기도 하는데 유리가 좋아해요.",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/9f5860f8bb987dfdae7eace7353986a51.jpg
313,40,1,"먼저 닭다리살은 흐르는 물에 깨끗이 씻은 후 한입 크기로 잘라주시고, 양파와 버섯도 얇게 채썰어서 준비해주세요!
닭다리살 손질할 때는 흐르는 물로 고기에 있는 불순물이나 하얀 기름부분?을 떼어내주시면 돼요:)
닭다리살,양파,계란",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/19/efc259d999c65373b7bc77e8ee9ced831.jpg
314,40,2,"진간장,설탕,맛술,굴소스,꿀을 모두 넣고 잘 섞어준 뒤 소스는 잠시 대기시켜주세요!
진간장 3T, 설탕 1.5T~2T, 맛술 1T, 굴소스 1T, 꿀 1/2T
꿀은 생략 가능합니다!",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/19/1c5babddb69649a2be09b8be30338bf21.jpg
315,40,3,"계란도 잘 풀어서 준비해주세요!
너무 완벽하게 풀어지지 않아도 괜찮아요:)",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/19/d86d9e21b7feabe4ca18d9520a59a3501.jpg
316,40,4,"팬에 기름을 조금 두르고, 닭다리살 껍질 부분이 아래로 가게 해서 구워주세요~
중강불",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/19/9c5b3dcea6d357684dbfcbc7540e4f771.jpg
317,40,5,"닭다리살 겉면이 전체적으로 하얗게 익었다면 아까 썰어놓은 양파를 넣고 양파가 아래쪽으로 가도록 해주세요!
그래야 양파가 닭다리살의 기름으로 금방 익는답니다:)
양파가 투명해질 때까지 잘 볶아주세요~
중강불",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/19/5f51acf84518e4b5f2c97b5a229057c61.jpg
318,40,6,"양파와 고기가 어느정도 익었다면 물 적당량(자작하게 깔릴 정도만)과 아까 만들어놓은 양념장을 모두 넣어주세요!
혹시 물 양이 많다면 중간에 국자로 퍼내주면 되니 너무 걱정하지 마세요:)
중강불",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/19/aba09121a93866cc522052b9822f24b01.jpg
319,40,7,"혹시 버섯도 넣으실 분은 사진처럼 양념이 좀 자작해졌을 때 넣어주시면 됩니다!
버섯을 안넣으실 분은 계속 졸여주세요~
중약불",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/19/9a12b15df432077eec035d2c9bbbf2151.jpg
320,40,8,"양념이 거의 졸아서 밥에 비벼먹기 딱 좋은 양이 되었다면 아까 풀어놓은 계란을 넣어주세요!
계란은 너무 많이 휘젓지 말고, 손에 힘을 뺀 상태에서 가볍게만 저어주시면 돼요:)
계란이 적당히 반숙으로 익으면 오야꼬동 99% 완성!
약불
계란을 완전히 익혀버리면 조금 뻑뻑해질 수 있으니 반숙으로 익혀주세요...!",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/19/bcc77be6954a37e8e58b572e69161e261.jpg
321,40,9,밥에 얹어서 위에 고춧가루를 취향껏 뿌려드시면 단짠단짠 '오야꼬동' 완성입니다:),https://recipe1.ezmember.co.kr/cache/recipe/2022/05/20/a1f9a4ca20d979584e543fce6de5ede21.jpg
322,41,1,"시중에 파는 청포묵팩 320g
을 준비하세요",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/bb98357f909a084d243da0cdaf9f84b01.jpg
323,41,2,"세로로 반으로 자르고 가로로 다시반으로 갈라서 3등분으로
길게 자르시고요 다시 깍두기모양으로 6등분 해주세요",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/019ad0bf55983a625fc241a033f403e21.jpg
324,41,3,"냄비에 물을 끓여주시고요
물이 펄펄 끓는상태에서 잘라놓은 청포묵을 넣어주세요",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/8f4bc21d55cc2c93834702ae9b8390c61.jpg
325,41,4,"1~2분 정도로 데쳐내시면 두부처럼 하얗던게 없어지고
맑고 투명하게 색이 나오면
다 된거예요",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/266fc307657dd2d2b18b58e436c4bc211.jpg
326,41,5,"채반에 건져내시고 찬물에 열기를 빼세요
물기를 빼주세요
*저는 채반에 바로 그냥 붓고
물을 틀어서 바로 위에 뿌려서 열기를 빼주었어요
이러면 덜부셔지더라고요ㅎ",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/2a444a4b0900d57487a890f2214881db1.jpg
327,41,6,"청포묵에 물기가 빠지는 동안
대파의 초록잎 부분으로
조금만 잘게 썰어주세요",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/5d1fc1633726eab0e6a9f3a941bef7401.jpg
328,41,7,"조미김 한팩을 뜯어서 위생봉투에 넣고 부셔주세요
김가루가 있으시면 그걸 넣어주셔도 되요
청포묵에 다진파를 넣고
김가루를 넣어주세요",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/25a6caad490ad46a0a4fbedd83e05f6d1.jpg
329,41,8,"통깨는 갈아서 한스푼을 넣어주시고요
맛소금 작은반스푼을 넣어주세요
간장으로 간을 해주셔도 되세요",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/6683d735169319c1a52a26be2935d2f31.jpg
330,41,9,"들기름은 한스푼/참기름은
반스푼만 넣어주세요",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/03b12f7165f3347df18e7c97e99082cc1.jpg
331,41,10,손으로 아기다루듯이 살살 아래위로 섞어주세요,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/44ea330e9ceb556b90fc8d13f6e38f201.jpg
332,41,11,"몰랑몰랑 하면서도 맛있는
아이들이 좋아하는 청포묵무침
완성입니다",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/26/2ad44c893997ab5c240e7eeba9685b6f1.jpg
333,42,1,"닭고기는 7~8분간 끓는 물에 삶아주세요.
저는 냉장 안심을 사용해서 잡내 제거를 별도로 하지 않아도 됐지만, 닭 냄새에 민감하시다면 소주 1숟갈 넣고 끓여주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/8a15e4dd7085e1bda9c4a3d903be3c641.jpg
334,42,2,"닭고기가 익는 동안 채소를 썰어주세요.
양배추, 파프리카 모두 채썰어주세요.
아삭한 파프리카 혼합 1kg/2kg",https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/5204e2dec3764a7bf1a3887ffbba182d1.jpg
335,42,3,"냉채 소스를 만들어주세요.
(연겨자 0.5+간장1+식초1+물1+매실청1+꿀1+깨소금1+다진마늘 0.5)
연겨자의 톡 쏘는 맛이 힘드신 분은 양을 조금 줄여주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/8ff0d052dac126f1f1e96ad1f3aa895d1.jpg
336,42,4,잘 익은 닭고기는 잘게 찢어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/3d18694bb1e10f9a7bc4eb54fcd8768f1.jpg
337,42,5,겨자 드레싱을 뿌린 샐러드 맛있게 드세요:),https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/57e72d4fc468c31caf8f1d26a92579d41.jpg
338,43,1,"오이와 토마토는 깨끗이
씻어 주고
(토마토가 작아서 두개 했어요)
오이 표면에 있는 오돌도톨한
부분을 살짝 제거 해 주세요",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/cdc30fa6ba2374ed0fcc83a37c5669541.jpg
339,43,2,"오이는 반으로 잘라서
씨를 제거 해 주고 ~",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/9d74b1fee889d2d737cbd29f6be4d6b01.jpg
340,43,3,오이는 1.5cm 정도로 썰어 주고 ~,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/df4f89aa9529ac00392ecba5537851011.jpg
341,43,4,"꽃소금 약간 넣어
섞어 준 다음
10분 절임 하고 ~",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/4559544e9cd779e483f170d3955564eb1.jpg
342,43,5,"키친타올에 수분기
제거 하고 ~",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/83ac3faaf09a9c198208f07b8690c2c71.jpg
343,43,6,볼에 담아 주세요,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/ffa70606ffc858e6d88fd0c86efd80c91.jpg
344,43,7,"토마토는 십자로 썰어 주고
다시 반으로 잘라서 ~",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/498134401b411161889928a4973b37e41.jpg
345,43,8,씨를 제거 해 주세요,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/7e64fddd7505442f0111647e6ace00d81.jpg
346,43,9,양념 만들어 주고 ~,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/0c6e0fa637e4cc48f0ee163c3b817b6c1.jpg
347,43,10,"깨소금은 바로 곱게
갈아 주면 더
맛있어요",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/893be8a0ea8a3ce093202cad2341a22c1.jpg
348,43,11,양념은 잘 섞어 주세요,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/74aee18c0dd0e58cc97247ed869868721.jpg
349,43,12,"볼에 오이와 토마토
담아 주고 ~",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/0415a63bc779698470a18021607df7c41.jpg
350,43,13,양념 넣어 주고 ~,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/f849020796ea2c2f8c8bc54c0db93afa1.jpg
351,43,14,살살 버무려 주면 됩니다,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/d8a0d5730474df8a820c4f51f7777dcb1.jpg
352,43,15,접시에 담아 주고 ~,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/99e3a8e153f863136a68da133d7dc1651.jpg
353,44,1,새우는 껍질을 깐 뒤 내장을 제거한다.,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/10/c3e421b47cc1e70483fb1ef997c4909c1.jpg
354,44,2,"손질한 새우에 소금, 올리브유, 후추를 약간씩 넣고 버무린 다음 10분간 재운다.",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/10/55be50c69ebc4fd8a14c00652571b8a11.jpg
355,44,3,"버터 20g, 다진 마늘 2큰술, 올리고당 2큰술, 파슬리 가루 약간을 넣어 버터갈릭 소스를 만든다.",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/10/e869a1216c7514f21750b46fe884d9161.jpg
356,44,4,프라이팬을 중불로 달군 뒤 새우를 넣고 굽는다.,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/10/60384b3b691dcf61bcee76895fbd81df1.jpg
357,44,5,새우가 살짝 익으면 만들어 둔 버터갈릭 소스를 넣고 볶는다.,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/10/bd2544bbc81976399e9f70c795a2fc481.jpg
358,44,6,버터갈릭 소스가 졸아들 때까지 계속 볶으면 버터갈릭새우가 완성된다.,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/10/1381426386b9c5b33e31a433f1ebb2bf1.jpg
359,45,1,-달군 팬에 식용유 약간 두르고 굵게 채썬 양파를 볶는다,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/26/465a1793cd832327119a5d8e69dfc1281.jpg
360,45,2,-팽이버섯은 밑둥 잘라내고 가볍게 헹궈 물기를 짜내고 3-4등분 한다,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/26/4b790c8017d4bf80093e175e1e7563321.jpg
361,45,3,-팽이버섯을 볶다가 숨이 죽으면 양조간장+맛술+육수(물)을 넣어 조린다,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/26/e35ceaab5ff9cad6b7b1aadca9dd0c301.jpg
362,45,4,"그릇에 따뜻한 밥을 담고-> 그 위에 계란프라이를 올리고->계란흰자 위로 팽이버섯조림 돌려담고->
마지막에 참기름을 한두방울 떨어뜨려준다",https://recipe1.ezmember.co.kr/cache/recipe/2016/01/26/f7c05d7547f68a72aeb789deeb3c2c0e1.jpg
363,46,1,"간장2T, 설탕1T, 참기름0.5T, 다진마늘0.5T, 꿀1T를 넣고 갈비양념을 만들어줍니다 (꿀이 없다면 조청이나 올리고당으로 대체 가능합니다)",https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/c84dfc27162367c9063335316242bc631.jpg
364,46,2,대파는 길게 채썰어주세요,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/9dae5f190043cde27882482071e19dd81.jpg
365,46,3,닭가슴살은 얇게 편 썰어주세요,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/5efd019e36b4b3290841b9d1d21dceeb1.jpg
366,46,4,"볼에 닭가슴살 편 썬걸 담고, 갈비양념을 넣고 양념을 골고루 묻혀 주세요",https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/ed923635756c62385492c838deb7c06e1.jpg
367,46,5,갈비양념을 고루 묻힌 닭가슴살을 냉장고에서 20분정도 숙성시켜줍니다,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/1d38870ec72cfaea92c449bc5895e3691.jpg
368,46,6,프라이팬에 올리브오일을 살짝 두르고 닭가슴살을 구워줍니다,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/d18e22c366727d87c5f939445825385f1.jpg
369,46,7,앞뒤로 노릇노릇하게 구워주세요,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/6475428e29d5b0f2f04171b41ef00b1e1.jpg
370,46,8,"접시에 닭가슴살 갈비구이를 예쁘게 놓고, 대파 썬것도 올려줍니다
파채와 닭가슴살을 곁들여 드시면 됩니다",https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/fb3f7e924aadac551817de3f509c753f1.jpg
371,47,1,"페이지속 레시피 동영상 시청과!! 유튜브 구독은 레시피 제작에 커다란 힘이 됩니다!!
즉석양념 재료를 모두 넣고 설탕이 완전히 녹을때 까지 잘 저어주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/b7a26c841847029f03fa450205838b741.jpg
372,47,2,"프라이팬을 충분하게 예열 한 다음 목살을 구워 주세요.
불이 너무 약하면 고기에서 육즙이 다 빠져 나오고 비린내도 날수 있습니다~ 꼭 쎈불에 양면을 구워 주세요.
나중에 양념에 조릴거라 안쪽까지 다 안익어도 됩니다~
겉면이 노릇해 질때까지만 구워주세요.
[만개특가] 프리미엄 이베리코 500g 꽃목살,황제살 외 특가",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/77d9fdf9e0c2d89329757d12c001a9301.jpg
373,47,3,목살의 양면이 노룻해지면 양념장을 골고루 끼얹어 주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/860151e21701e261ffbd0ca9885879271.jpg
374,47,4,"양념장을 부은 다음 물 20cc 정도를 부어주세요.
양념장을 만드실때 함께 넣어도 상관없습니다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/5f1301a87ef6b7783d8e1db4f055b2821.jpg
375,47,5,"30초 정도 바글바글 끓여 주다가 불을 완전히 줄이고 고기를 먹기 좋은 크기로 잘라주세요.
불을 안줄이고 자르면 양념장에 수분이 순식간에 증발해 버려서 양념이 타기 시작합니다. 커팅 할때는 불을 완전히 줄이고 커팅 해주세요~",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/ef9805d537a43f84ab004d141c05502c1.jpg
376,47,6,커팅을 완료 하셨으면 불을 강하게 두고 주걱으로 잘 저어 가면서 양념을 졸여 주면 됩니다. 시잔처럼 양념이 거의다 졸여져서 수분이 안보일때까지 졸여 주시면 됩니다~,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/80a5dc8e52c8d3795fb14fc2974c5c5b1.jpg
377,47,7,"완성입니다~ 윤기가 파르르 한게 정말 맛있엇어요~
밥반찬으로도 술안주로도 강추 입니다~
페이지속 레시피 동영상 시청은 레시피 제작에 커다란 힘이 됩니다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/dc92bd24c471b30c31c48934061c76a61.jpg
378,48,1,"[야채 손질]
가지는 꼭지 부분의 껍질을 벗겨주시면 끝부분까지 알차게 사용할 수가 있어요.
가지2개",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/17/c946cefdc39138b2150e3e9c2f31c6ab1.jpg
379,48,2,"가지의 크기는 취향대로 지만 오늘은 튀김을 만들 것이기 때문에 채썰기가 아닌 뭉뚝하게 썰어주세요.
가지2개
도마, 칼
조금 두꺼워야 씹는 맛이 좋답니다.",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/17/7ae54dc8f030b25fbf60019b5945ffe11.jpg
380,48,3,"파프리카와 양파도 비슷한 크기로 썰어주세요. 양파는 짜장면 드실 때 나오는 크기 정도로 썰어 주시면 적당하실 거예요.
가지2개,노란파프리카1/3, 빨간파프리카1/3,양파1/2",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/17/95bf337037e0040ea67f30f8ece750cb1.jpg
381,48,4,"[특제소스 만들기]
이번에는 새콤달콤한 특제소스를 만들 거예요.
케첩 4스푼, 굴 소스 2스푼, 설탕 1스푼올리고당 1스푼 반, 식초 1스푼,참기름 반 스푼, 통깨 약간을 작은 볼에 넣고 골고루 섞어 주세요.
케첩 4스푼, 굴 소스 2스푼, 설탕 1스푼올리고당 1스푼 반, 식초 1스푼,참기름 반 스푼, 통깨 약간
볼",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/17/78a5749b006861b2fbfa2b6ad3f2efdf1.jpg
382,48,5,"적당히 새콤하고 달달한 소스인데요.
일반 탕수 소스보다 더 맛있을 거라 믿어요. 만약 어른용으로 매콤하게 드시고 싶으시다면 청양고추를 잘게 썰어서 넣어주시고요!",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/17/150d6d0a4ddb19827620786721afc4f81.jpg
383,48,6,"[튀김 반죽 만들기]
이번에는 튀김옷을 만들 차례에요.
튀김가루 종이컵 한 컵(75g), 물 종이컵 반컵 큰 볼에 넣고 덩어리가 생기지 않게만 가볍게 저어 주시며 섞어주세요.
너무 많이 저으면 바삭함이 덜해져요 물 넣으실 때 얼음을 사용하시면
더 바삭한 튀김이 되는 거 아시죠?
없다면 찬물이라도 넣어주시고요!
튀김가루 종이컵 한 컵(75g), 물 종이컵 반컵
볼
너무 많이 저으면 바삭함이 덜해져요.
물 넣으실 때 얼음을 사용하시면
더 바삭한 튀김이 된답니다. 없다면 찬물이라도 넣어주시고요!",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/17/5cf9309f2bf15fd57d68b7ff3876882b1.jpg
384,48,7,"튀김 반죽 농도는 너무 뻑뻑하지 않게
튀김가루와 물의 농도를 잘 맞춰야 하는데요. 2:1 비율이 적당한 것 같아요.
오늘은 튀김가루만 사용했지만 전분과 밀가루, 달걀, 빵가루 등을 혼합하면 더 다양하고 맛있는 튀김이 된답니다.
전분과 밀가루, 달걀, 빵가루 등을 혼합하면 더 다양하고 맛있는 튀김이 된답니다.",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/17/b6e92bb3b77a909b05eeca5ec61b60211.jpg
385,48,8,"[튀김반죽 옷 입히기]
손질해놓은 가지는 물기를 제거한 후
위생 봉지 안에 튀김가루 5스푼과
썰어 놓은 가지를 넣고 쉐킷! 흔들어 주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/17/c7331d9a48a24cbe3acf123f670dec6d1.jpg
